ID,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,StartDate
737,48,No,Research & Development,4 miles,Masters,Life Sciences,High,High,Single,"$10,999.00",7,Better,8/10/2006
738,41,No,Research & Development,7 miles,College,Medical,Very High,High,Single,"$5,003.00",6,Better,17/10/2019
739,39,No,Research & Development,1 miles,Below College,Life Sciences,Very High,Very High,Married,"$12,742.00",1,Better,23/6/2000
740,27,No,Research & Development,2 miles,Masters,Life Sciences,Low,Very High,Married,"$4,227.00",0,Better,7/7/2018
741,35,No,Research & Development,10 miles,Bachelors,Other,Medium,Very High,Divorced,"$3,917.00",1,Good,24/11/2018
742,42,No,Sales,5 miles,College,Marketing,Very High,High,Married,"$18,303.00",6,Best,28/8/2020
743,50,No,Research & Development,9 miles,Bachelors,Life Sciences,Low,Very High,Married,"$2,380.00",4,Better,5/10/2020
744,59,No,Research & Development,2 miles,Bachelors,Life Sciences,High,Very High,Single,"$13,726.00",3,Better,15/10/2016
745,37,Yes,Research & Development,11 miles,College,Medical,Low,Medium,Married,"$4,777.00",5,Bad,6/1/2020
746,55,No,Research & Development,18 miles,Masters,Medical,High,Medium,Married,"$6,385.00",3,Better,15/3/2013
747,41,No,Research & Development,7 miles,Below College,Life Sciences,Medium,High,Divorced,"$19,973.00",1,Better,17/4/2000
748,38,No,Sales,3 miles,Masters,Life Sciences,Medium,Very High,Single,"$6,861.00",8,Better,23/8/2020
749,26,Yes,Sales,29 miles,College,Medical,Medium,Low,Single,"$4,969.00",8,Better,12/12/2019
750,52,Yes,Sales,2 miles,Below College,Marketing,Low,Very High,Married,"$19,845.00",1,Better,2/12/1989
751,44,No,Sales,28 miles,Bachelors,Medical,Very High,Very High,Married,"$13,320.00",3,Better,17/6/2009
752,50,No,Sales,1 miles,Bachelors,Life Sciences,Very High,High,Married,"$6,347.00",0,Better,28/2/2003
753,36,Yes,Research & Development,16 miles,Masters,Life Sciences,High,Low,Single,"$2,743.00",1,Better,11/9/2004
754,39,No,Research & Development,22 miles,Bachelors,Medical,Very High,Low,Single,"$10,880.00",1,Better,19/6/2000
755,33,No,Sales,8 miles,Below College,Life Sciences,Medium,Very High,Single,"$2,342.00",0,Good,10/9/2019
756,45,No,Sales,11 miles,College,Life Sciences,Very High,Very High,Married,"$17,650.00",3,Best,8/7/2012
757,32,No,Research & Development,29 miles,Masters,Medical,Very High,High,Single,"$4,025.00",9,Better,5/7/2013
758,34,No,Sales,1 miles,Masters,Marketing,Medium,Very High,Divorced,"$9,725.00",0,Good,3/9/2006
759,59,No,Sales,1 miles,College,Technical Degree,Medium,Very High,Married,"$11,904.00",3,Bad,23/7/2015
760,45,No,Human Resources,24 miles,Masters,Medical,Medium,Medium,Single,"$2,177.00",1,Better,24/11/2015
761,53,No,Sales,2 miles,Bachelors,Marketing,High,Medium,Married,"$7,525.00",2,Better,3/2/2006
762,36,Yes,Research & Development,15 miles,Bachelors,Other,Low,High,Divorced,"$4,834.00",7,Good,12/3/2020
763,26,Yes,Research & Development,2 miles,Bachelors,Life Sciences,Low,Low,Married,"$2,042.00",6,Better,7/8/2018
764,34,No,Sales,10 miles,Masters,Life Sciences,High,High,Married,"$2,220.00",1,Better,18/12/2020
765,28,No,Sales,10 miles,Below College,Medical,Very High,Medium,Married,"$1,052.00",1,Better,24/7/2020
766,38,No,Research & Development,3 miles,Masters,Other,High,High,Married,"$2,821.00",3,Better,21/9/2019
767,50,No,Research & Development,2 miles,Masters,Medical,Medium,High,Married,"$19,237.00",2,Good,21/7/2013
768,37,No,Research & Development,3 miles,Bachelors,Other,Very High,Medium,Single,"$4,107.00",3,Good,25/12/2017
769,40,No,Sales,26 miles,Bachelors,Marketing,High,Low,Married,"$8,396.00",1,Good,23/12/2014
770,26,No,Research & Development,1 miles,Below College,Medical,Low,High,Divorced,"$2,007.00",1,Better,10/3/2016
771,46,No,Research & Development,1 miles,Masters,Medical,Very High,Very High,Divorced,"$19,627.00",9,Better,15/7/2019
772,54,No,Sales,2 miles,Masters,Life Sciences,High,High,Married,"$10,686.00",6,Better,21/8/2012
773,56,No,Research & Development,9 miles,Bachelors,Medical,Low,High,Married,"$2,942.00",2,Better,8/11/2016
774,36,No,Research & Development,12 miles,PhD,Medical,Very High,Very High,Single,"$8,858.00",0,Good,22/12/2007
775,55,No,Research & Development,2 miles,Below College,Medical,High,Low,Single,"$16,756.00",7,Best,17/12/2012
776,43,No,Sales,25 miles,Bachelors,Medical,High,Very High,Divorced,"$10,798.00",5,Better,20/2/2020
777,20,Yes,Sales,9 miles,Bachelors,Marketing,Very High,Very High,Single,"$2,323.00",1,Better,24/8/2019
778,21,Yes,Research & Development,10 miles,Bachelors,Life Sciences,High,Low,Single,"$1,416.00",1,Good,28/10/2020
779,46,No,Research & Development,8 miles,Masters,Life Sciences,Very High,Low,Divorced,"$4,615.00",8,Better,26/12/2005
780,51,Yes,Research & Development,4 miles,Masters,Life Sciences,Low,High,Married,"$2,461.00",9,Best,8/8/2011
781,28,Yes,Research & Development,24 miles,College,Technical Degree,Medium,Low,Single,"$8,722.00",1,Good,20/8/2011
782,26,No,Research & Development,1 miles,College,Medical,Low,Low,Married,"$3,955.00",1,Better,22/2/2016
783,30,No,Research & Development,20 miles,Bachelors,Other,High,Low,Married,"$9,957.00",0,Good,16/10/2015
784,41,No,Research & Development,7 miles,College,Technical Degree,Medium,High,Married,"$3,376.00",1,Better,21/12/2011
785,38,No,Research & Development,17 miles,Below College,Life Sciences,High,High,Married,"$8,823.00",0,Good,10/6/2002
786,40,No,Research & Development,20 miles,Masters,Technical Degree,Low,Very High,Married,"$10,322.00",4,Better,22/12/2010
787,27,No,Research & Development,8 miles,PhD,Life Sciences,Low,High,Married,"$4,621.00",1,Better,7/4/2018
788,55,No,Research & Development,2 miles,Below College,Life Sciences,Very High,Medium,Married,"$10,976.00",3,Better,28/1/2018
789,28,No,Research & Development,10 miles,Bachelors,Other,High,High,Single,"$3,660.00",3,Best,16/1/2013
790,44,Yes,Human Resources,1 miles,College,Medical,Medium,Low,Married,"$10,482.00",9,Better,25/10/2001
791,33,No,Research & Development,5 miles,Bachelors,Life Sciences,Very High,Very High,Divorced,"$7,119.00",4,Better,10/4/2018
792,35,Yes,Sales,4 miles,Bachelors,Technical Degree,Very High,Low,Single,"$9,582.00",0,Better,4/11/2013
793,33,Yes,Research & Development,29 miles,Masters,Medical,Low,High,Single,"$4,508.00",1,Better,12/6/2008
794,28,No,Research & Development,15 miles,College,Life Sciences,Low,High,Divorced,"$2,207.00",1,Good,13/3/2017
795,34,No,Research & Development,3 miles,Below College,Life Sciences,Low,Very High,Single,"$7,756.00",0,Good,15/10/2015
796,37,No,Sales,10 miles,Masters,Life Sciences,Very High,Very High,Divorced,"$6,694.00",2,Better,9/11/2020
797,25,Yes,Research & Development,4 miles,Below College,Technical Degree,Very High,Very High,Married,"$3,691.00",1,Best,3/1/2014
798,26,Yes,Research & Development,21 miles,Bachelors,Medical,Low,High,Divorced,"$2,377.00",1,Good,12/6/2020
799,33,Yes,Research & Development,25 miles,Bachelors,Medical,Low,Medium,Single,"$2,313.00",4,Better,9/6/2019
800,42,No,Research & Development,2 miles,College,Medical,Very High,Low,Married,"$17,665.00",0,Better,8/1/1999
801,28,Yes,Research & Development,1 miles,Bachelors,Medical,Low,Medium,Divorced,"$2,596.00",1,Better,19/5/2020
802,50,Yes,Sales,1 miles,Masters,Other,Very High,High,Single,"$4,728.00",3,Better,1/8/2021
803,33,No,Sales,7 miles,Bachelors,Life Sciences,Very High,Medium,Married,"$4,302.00",0,Better,9/2/2018
804,34,No,Research & Development,3 miles,Masters,Life Sciences,High,Very High,Married,"$2,979.00",3,Better,12/2/2021
805,48,No,Research & Development,1 miles,Masters,Medical,Low,Very High,Single,"$16,885.00",2,Good,13/11/2016
806,45,No,Sales,9 miles,Masters,Life Sciences,Medium,High,Married,"$5,593.00",1,Better,1/11/2006
807,52,No,Research & Development,7 miles,Masters,Life Sciences,Medium,Medium,Single,"$10,445.00",7,Better,3/5/2013
808,38,No,Sales,10 miles,Masters,Marketing,High,High,Divorced,"$8,740.00",0,Better,21/3/2013
809,29,No,Research & Development,28 miles,Masters,Life Sciences,High,Very High,Divorced,"$2,514.00",4,Better,6/9/2014
810,28,No,Research & Development,3 miles,Bachelors,Medical,Very High,Medium,Divorced,"$7,655.00",0,Good,5/8/2012
811,46,No,Sales,3 miles,Below College,Marketing,Low,High,Married,"$17,465.00",3,Better,1/11/2009
812,38,No,Sales,2 miles,College,Marketing,Very High,Medium,Single,"$7,351.00",7,Better,16/2/2020
813,43,No,Research & Development,27 miles,Bachelors,Life Sciences,High,Low,Married,"$10,820.00",8,Better,12/6/2013
814,39,Yes,Research & Development,2 miles,Bachelors,Life Sciences,Low,Very High,Divorced,"$12,169.00",7,Better,11/7/2003
815,40,No,Research & Development,14 miles,Bachelors,Medical,High,High,Single,"$19,626.00",1,Best,8/9/2001
816,21,No,Research & Development,1 miles,Below College,Technical Degree,Very High,Medium,Single,"$2,070.00",1,Best,19/5/2019
817,39,No,Research & Development,9 miles,Bachelors,Life Sciences,High,Medium,Single,"$6,782.00",9,Good,22/2/2016
818,36,No,Research & Development,18 miles,Masters,Life Sciences,Low,Very High,Single,"$7,779.00",2,Better,4/2/2010
819,31,No,Sales,20 miles,Bachelors,Life Sciences,High,Very High,Married,"$2,791.00",0,Better,4/4/2019
820,28,No,Research & Development,2 miles,Below College,Life Sciences,Low,Medium,Married,"$3,201.00",0,Bad,25/11/2016
821,35,No,Sales,11 miles,College,Marketing,Very High,Very High,Divorced,"$4,968.00",1,Better,3/5/2016
822,49,No,Sales,8 miles,Masters,Technical Degree,Very High,Medium,Married,"$13,120.00",6,Better,15/10/2012
823,34,No,Research & Development,2 miles,College,Life Sciences,Very High,High,Single,"$4,033.00",2,Good,1/1/2018
824,29,No,Research & Development,10 miles,Bachelors,Life Sciences,Very High,Medium,Divorced,"$3,291.00",0,Good,26/12/2014
825,42,No,Research & Development,29 miles,Bachelors,Medical,Medium,Very High,Single,"$4,272.00",4,Better,15/11/2020
826,29,No,Research & Development,8 miles,Below College,Medical,Medium,Very High,Married,"$5,056.00",1,Good,16/9/2011
827,38,No,Human Resources,1 miles,Bachelors,Human Resources,High,High,Married,"$2,844.00",1,Best,5/2/2014
828,28,No,Research & Development,6 miles,Bachelors,Life Sciences,High,High,Divorced,"$2,703.00",1,Better,22/5/2018
829,18,Yes,Research & Development,8 miles,Below College,Medical,High,High,Single,"$1,904.00",1,Better,6/12/2021
830,33,Yes,Sales,9 miles,Masters,Marketing,Low,Low,Single,"$8,224.00",0,Better,7/8/2016
831,41,No,Research & Development,12 miles,Masters,Life Sciences,Medium,Very High,Married,"$4,766.00",3,Better,1/1/2020
832,31,Yes,Research & Development,15 miles,Bachelors,Medical,High,High,Married,"$2,610.00",1,Good,20/6/2019
833,37,No,Research & Development,25 miles,College,Medical,High,Very High,Divorced,"$5,731.00",7,Better,20/9/2015
834,27,No,Research & Development,6 miles,Bachelors,Life Sciences,Very High,High,Married,"$2,539.00",1,Better,23/9/2017
835,34,No,Sales,9 miles,Below College,Life Sciences,Medium,High,Married,"$5,714.00",1,Good,12/11/2015
836,35,No,Human Resources,8 miles,Masters,Technical Degree,High,High,Single,"$4,323.00",1,Bad,12/2/2016
837,29,Yes,Sales,23 miles,Below College,Life Sciences,Very High,Low,Married,"$7,336.00",1,Bad,21/3/2010
838,40,No,Research & Development,9 miles,Masters,Medical,Medium,High,Single,"$13,499.00",9,Good,12/11/2003
839,42,Yes,Sales,12 miles,Bachelors,Life Sciences,High,Low,Single,"$13,758.00",0,Good,22/2/2000
840,42,No,Sales,4 miles,Masters,Marketing,Medium,Low,Single,"$5,155.00",7,Best,11/2/2015
841,35,No,Research & Development,1 miles,Masters,Medical,Very High,High,Married,"$2,258.00",6,Better,19/1/2013
842,24,No,Research & Development,24 miles,Bachelors,Medical,Very High,Medium,Single,"$3,597.00",8,Better,27/10/2017
843,28,Yes,Research & Development,12 miles,Below College,Life Sciences,High,Very High,Married,"$2,515.00",1,Good,15/12/2020
844,26,No,Research & Development,3 miles,Masters,Medical,Low,Very High,Married,"$4,420.00",1,Better,22/8/2013
845,30,No,Sales,10 miles,Bachelors,Marketing,High,High,Married,"$6,578.00",1,Better,4/10/2011
846,40,No,Research & Development,26 miles,College,Medical,High,Very High,Married,"$4,422.00",3,Bad,24/9/2020
847,35,No,Research & Development,2 miles,Bachelors,Life Sciences,High,Medium,Divorced,"$10,274.00",2,Best,17/3/2014
848,34,No,Research & Development,1 miles,Bachelors,Medical,Very High,Low,Single,"$5,343.00",0,Better,24/7/2008
849,35,No,Research & Development,4 miles,Masters,Other,Very High,Very High,Married,"$2,376.00",1,Best,18/3/2019
850,43,Yes,Sales,9 miles,Bachelors,Marketing,Low,High,Single,"$5,346.00",8,Good,18/8/2017
851,32,No,Sales,2 miles,Below College,Life Sciences,High,Low,Divorced,"$2,827.00",1,Better,16/10/2020
852,56,No,Research & Development,4 miles,Masters,Technical Degree,Very High,Low,Divorced,"$19,943.00",4,Better,8/6/2016
853,29,No,Research & Development,6 miles,Below College,Medical,Medium,Very High,Married,"$3,131.00",1,Better,20/1/2011
854,19,No,Research & Development,9 miles,College,Life Sciences,High,Low,Single,"$2,552.00",1,Better,26/4/2020
855,45,No,Research & Development,7 miles,Bachelors,Medical,Low,High,Married,"$4,477.00",4,Good,11/5/2018
856,37,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$6,474.00",1,Good,15/6/2007
857,20,No,Research & Development,3 miles,Bachelors,Life Sciences,Low,High,Single,"$3,033.00",1,Good,14/10/2019
858,44,Yes,Research & Development,10 miles,Masters,Life Sciences,High,High,Single,"$2,936.00",1,Better,9/11/2015
859,53,No,Research & Development,7 miles,College,Medical,Very High,High,Divorced,"$18,606.00",3,Better,10/1/2014
860,29,No,Research & Development,15 miles,Below College,Life Sciences,Medium,Very High,Married,"$2,168.00",0,Good,12/10/2016
861,22,Yes,Research & Development,3 miles,Masters,Life Sciences,High,Very High,Married,"$2,853.00",0,Better,5/1/2021
862,46,No,Sales,2 miles,Bachelors,Marketing,High,Low,Married,"$17,048.00",8,Better,19/7/1995
863,44,No,Research & Development,17 miles,Bachelors,Life Sciences,Very High,High,Single,"$2,290.00",2,Better,14/3/2021
864,33,No,Human Resources,2 miles,Bachelors,Human Resources,Medium,High,Married,"$3,600.00",1,Better,3/12/2016
865,41,Yes,Research & Development,5 miles,College,Life Sciences,Low,Low,Divorced,"$2,107.00",6,Bad,12/7/2020
866,30,No,Sales,29 miles,Masters,Life Sciences,High,Low,Divorced,"$4,115.00",8,Better,25/7/2017
867,40,No,Sales,2 miles,Masters,Medical,Medium,Medium,Married,"$4,327.00",5,Better,21/4/2021
868,50,No,Research & Development,2 miles,Bachelors,Medical,Very High,Low,Married,"$17,856.00",2,Better,19/5/2019
869,28,No,Research & Development,19 miles,Masters,Medical,Very High,Low,Married,"$3,196.00",1,Better,14/1/2015
870,46,No,Research & Development,15 miles,College,Life Sciences,Very High,Medium,Married,"$19,081.00",5,Better,8/2/2017
871,35,No,Sales,17 miles,Masters,Life Sciences,High,Low,Married,"$8,966.00",3,Better,24/2/2014
872,24,Yes,Research & Development,17 miles,College,Life Sciences,Very High,Medium,Married,"$2,210.00",1,Bad,26/2/2020
873,33,No,Sales,25 miles,Bachelors,Medical,Medium,High,Married,"$4,539.00",1,Good,25/11/2011
874,36,No,Research & Development,6 miles,Masters,Life Sciences,High,High,Divorced,"$2,741.00",1,Better,3/4/2014
875,30,No,Research & Development,7 miles,Masters,Life Sciences,High,High,Divorced,"$3,491.00",1,Good,5/5/2011
876,44,No,Research & Development,29 miles,Masters,Other,Very High,Very High,Single,"$4,541.00",1,Better,4/4/2001
877,20,No,Sales,21 miles,Bachelors,Marketing,High,Very High,Single,"$2,678.00",1,Better,13/4/2019
878,46,No,Research & Development,2 miles,Masters,Technical Degree,Very High,Very High,Divorced,"$7,379.00",2,Good,14/7/2015
879,42,No,Human Resources,2 miles,PhD,Medical,Very High,Low,Married,"$6,272.00",7,Best,23/8/2017
880,60,No,Sales,7 miles,Masters,Marketing,Medium,Very High,Divorced,"$5,220.00",0,Better,14/10/2010
881,32,No,Research & Development,13 miles,Bachelors,Other,High,Medium,Married,"$2,743.00",1,Better,12/4/2019
882,32,No,Research & Development,2 miles,College,Life Sciences,Very High,High,Single,"$4,998.00",4,Better,22/10/2013
883,36,No,Research & Development,1 miles,Bachelors,Technical Degree,High,Low,Divorced,"$10,252.00",2,Better,28/2/2014
884,33,No,Research & Development,9 miles,Bachelors,Medical,Low,Very High,Married,"$2,781.00",0,Better,5/1/2007
885,40,No,Sales,10 miles,Bachelors,Technical Degree,Medium,Medium,Divorced,"$6,852.00",7,Best,3/6/2016
886,25,No,Sales,10 miles,Masters,Life Sciences,High,Very High,Single,"$4,950.00",0,Better,10/11/2017
887,30,No,Research & Development,1 miles,Bachelors,Medical,Very High,Medium,Married,"$3,579.00",0,Better,12/9/2010
888,42,No,Research & Development,26 miles,PhD,Medical,Low,Low,Married,"$13,191.00",3,Better,15/10/2020
889,35,No,Sales,8 miles,College,Marketing,High,Very High,Married,"$10,377.00",4,Good,25/6/2008
890,27,No,Research & Development,14 miles,Bachelors,Life Sciences,Low,Low,Married,"$2,235.00",1,Good,21/6/2012
891,54,No,Research & Development,1 miles,Masters,Life Sciences,Very High,High,Divorced,"$10,502.00",7,Bad,20/8/2016
892,44,No,Research & Development,2 miles,Below College,Life Sciences,Low,Very High,Married,"$2,011.00",1,Better,25/10/2011
893,19,Yes,Research & Development,10 miles,Bachelors,Medical,Low,Medium,Single,"$1,859.00",1,Best,26/8/2020
894,29,No,Research & Development,1 miles,Bachelors,Life Sciences,Low,Very High,Divorced,"$3,760.00",1,Better,22/4/2018
895,54,No,Research & Development,3 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$17,779.00",3,Better,20/10/2011
896,31,No,Research & Development,11 miles,College,Medical,High,Low,Married,"$6,833.00",1,Good,14/9/2015
897,31,No,Research & Development,24 miles,Bachelors,Medical,High,Low,Single,"$6,812.00",1,Better,2/7/2011
898,59,No,Sales,3 miles,Bachelors,Life Sciences,High,Very High,Single,"$5,171.00",5,Better,20/9/2015
899,43,No,Research & Development,3 miles,Bachelors,Life Sciences,High,Very High,Married,"$19,740.00",3,Better,24/11/2013
900,49,No,Research & Development,4 miles,College,Medical,Low,High,Married,"$18,711.00",2,Best,2/4/2020
901,36,No,Research & Development,3 miles,Bachelors,Technical Degree,High,Medium,Married,"$3,692.00",1,Good,15/8/2010
902,48,No,Research & Development,2 miles,College,Technical Degree,Very High,Medium,Single,"$2,559.00",5,Good,9/3/2020
903,27,No,Research & Development,4 miles,College,Life Sciences,Low,High,Divorced,"$2,517.00",1,Better,27/2/2016
904,29,No,Research & Development,7 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$6,623.00",1,Better,21/4/2015
905,48,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Single,"$18,265.00",6,Best,19/7/2020
906,29,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Divorced,"$16,124.00",3,Good,22/4/2014
907,34,No,Research & Development,20 miles,Bachelors,Technical Degree,High,High,Married,"$2,585.00",0,Good,12/9/2020
908,44,No,Sales,5 miles,Bachelors,Marketing,Medium,Medium,Married,"$18,213.00",7,Better,20/4/1999
909,33,No,Sales,10 miles,PhD,Marketing,Very High,High,Divorced,"$8,380.00",0,Better,25/7/2012
910,19,No,Research & Development,25 miles,Bachelors,Life Sciences,Medium,Very High,Single,"$2,994.00",1,Better,2/12/2020
911,23,No,Research & Development,1 miles,College,Life Sciences,Very High,High,Married,"$1,223.00",1,Better,9/6/2020
912,25,Yes,Sales,24 miles,Below College,Life Sciences,High,Very High,Single,"$1,118.00",1,Better,18/4/2020
913,26,No,Research & Development,4 miles,College,Life Sciences,High,Very High,Single,"$2,875.00",1,Good,6/6/2013
914,45,Yes,Sales,2 miles,Bachelors,Marketing,Low,Medium,Single,"$18,824.00",2,Better,26/6/1997
915,55,No,Research & Development,8 miles,Below College,Medical,Very High,Medium,Divorced,"$13,577.00",1,Better,10/12/1988
916,21,Yes,Research & Development,10 miles,College,Life Sciences,Low,High,Single,"$2,625.00",1,Bad,22/6/2019
917,46,No,Sales,4 miles,College,Marketing,Very High,Medium,Married,"$18,789.00",2,Better,20/10/2010
918,34,No,Sales,2 miles,Bachelors,Marketing,High,Low,Single,"$4,538.00",0,Better,14/11/2018
919,51,No,Sales,9 miles,Bachelors,Life Sciences,Very High,Medium,Divorced,"$19,847.00",4,Good,21/11/1992
920,59,No,Research & Development,18 miles,Masters,Medical,Very High,Very High,Single,"$10,512.00",6,Good,27/4/2012
921,34,No,Research & Development,19 miles,Bachelors,Medical,High,Medium,Divorced,"$4,444.00",4,Best,15/8/2010
922,28,No,Research & Development,1 miles,Masters,Medical,Very High,High,Single,"$2,154.00",0,Good,5/2/2017
923,44,No,Research & Development,4 miles,College,Life Sciences,High,Low,Divorced,"$19,190.00",1,Good,9/12/1996
924,34,No,Human Resources,11 miles,Bachelors,Life Sciences,High,Medium,Married,"$4,490.00",4,Best,11/12/2011
925,35,No,Research & Development,6 miles,Below College,Life Sciences,High,High,Married,"$3,506.00",0,Better,13/10/2018
926,42,No,Research & Development,7 miles,Masters,Medical,Medium,Medium,Married,"$2,372.00",6,Better,13/5/2020
927,43,No,Sales,4 miles,Masters,Marketing,Very High,Very High,Single,"$10,231.00",3,Best,24/6/2000
928,36,No,Research & Development,2 miles,Masters,Life Sciences,High,Medium,Single,"$5,410.00",9,Better,3/2/2005
929,44,Yes,Research & Development,15 miles,Bachelors,Medical,Low,Very High,Married,"$7,978.00",1,Better,28/1/2011
930,28,No,Research & Development,2 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$3,867.00",1,Better,10/2/2019
931,51,No,Research & Development,6 miles,College,Medical,Medium,High,Single,"$2,838.00",0,Good,27/4/2014
932,30,No,Research & Development,9 miles,College,Medical,High,High,Single,"$4,695.00",7,Better,2/3/2013
933,29,Yes,Research & Development,7 miles,Bachelors,Technical Degree,Medium,High,Divorced,"$3,339.00",3,Better,26/10/2014
934,28,No,Research & Development,1 miles,Bachelors,Technical Degree,Very High,Low,Single,"$2,080.00",2,Good,6/10/2018
935,25,No,Research & Development,1 miles,Bachelors,Medical,Very High,Medium,Single,"$2,096.00",1,Good,13/10/2019
936,32,No,Sales,8 miles,Bachelors,Medical,High,Very High,Married,"$6,209.00",1,Best,13/4/2011
937,45,No,Research & Development,25 miles,Bachelors,Medical,Medium,Medium,Single,"$18,061.00",3,Better,10/1/2021
938,39,No,Research & Development,13 miles,Masters,Medical,High,Medium,Divorced,"$17,123.00",6,Better,22/7/2002
939,58,No,Research & Development,23 miles,Masters,Life Sciences,Low,High,Divorced,"$2,372.00",1,Better,21/10/2019
940,32,Yes,Research & Development,7 miles,College,Life Sciences,Very High,High,Married,"$4,883.00",1,Better,27/2/2011
941,39,Yes,Research & Development,23 miles,Bachelors,Medical,High,Low,Single,"$3,904.00",0,Better,25/11/2016
942,30,No,Research & Development,6 miles,Bachelors,Technical Degree,Low,Very High,Married,"$4,627.00",0,Better,12/5/2012
943,36,No,Research & Development,10 miles,Masters,Technical Degree,Very High,High,Married,"$7,094.00",3,Better,26/1/2014
944,46,No,Human Resources,1 miles,College,Life Sciences,Very High,Low,Single,"$3,423.00",6,Best,6/9/2014
945,28,No,Research & Development,1 miles,Bachelors,Life Sciences,High,Very High,Married,"$6,674.00",0,Better,27/3/2012
946,50,No,Research & Development,28 miles,Bachelors,Life Sciences,Very High,Low,Married,"$16,880.00",4,Better,24/6/2018
947,40,Yes,Sales,25 miles,Masters,Marketing,Very High,Medium,Single,"$9,094.00",2,Better,1/3/2016
948,52,Yes,Sales,5 miles,Bachelors,Life Sciences,Medium,Medium,Single,"$8,446.00",9,Good,9/5/2013
949,30,No,Research & Development,17 miles,Masters,Medical,Medium,Low,Married,"$11,916.00",1,Better,14/4/2012
950,39,No,Research & Development,18 miles,College,Life Sciences,Low,High,Single,"$4,534.00",0,Better,2/10/2013
951,31,No,Sales,2 miles,Masters,Life Sciences,Very High,High,Divorced,"$9,852.00",1,Good,28/5/2011
952,41,No,Sales,10 miles,College,Medical,High,Medium,Single,"$6,151.00",1,Better,27/10/2002
953,31,Yes,Sales,1 miles,Bachelors,Life Sciences,Very High,Medium,Single,"$2,302.00",1,Best,9/4/2018
954,44,Yes,Research & Development,3 miles,Bachelors,Life Sciences,Low,Low,Married,"$2,362.00",4,Best,14/8/2018
955,42,No,Research & Development,2 miles,Below College,Life Sciences,High,High,Married,"$17,861.00",0,Good,7/8/2001
956,55,No,Research & Development,2 miles,College,Medical,Very High,High,Married,"$19,187.00",4,Better,2/1/2002
957,56,No,Human Resources,8 miles,Masters,Life Sciences,Very High,Medium,Single,"$19,717.00",6,Better,18/11/2014
958,40,No,Research & Development,16 miles,College,Life Sciences,High,High,Divorced,"$3,544.00",9,Better,23/7/2017
959,34,No,Research & Development,9 miles,Bachelors,Life Sciences,Very High,Very High,Divorced,"$8,500.00",0,Good,23/2/2012
960,40,No,Research & Development,2 miles,Bachelors,Life Sciences,High,Very High,Single,"$4,661.00",1,Better,16/9/2012
961,41,No,Sales,1 miles,Bachelors,Marketing,High,Low,Divorced,"$4,103.00",0,Better,22/5/2012
962,35,No,Research & Development,4 miles,Masters,Life Sciences,High,High,Single,"$4,249.00",1,Better,14/1/2012
963,51,No,Human Resources,5 miles,Bachelors,Life Sciences,High,Medium,Divorced,"$14,026.00",1,Better,2/2/1988
964,38,No,Sales,2 miles,College,Life Sciences,Medium,Low,Divorced,"$6,893.00",3,Better,15/5/2014
965,34,No,Sales,15 miles,College,Medical,High,Low,Single,"$6,125.00",1,Best,16/2/2011
966,25,No,Research & Development,19 miles,Below College,Medical,Very High,Very High,Married,"$3,669.00",3,Good,13/11/2018
967,58,Yes,Research & Development,7 miles,Masters,Medical,High,Low,Married,"$10,008.00",7,Good,26/8/2011
968,40,No,Research & Development,1 miles,Masters,Life Sciences,Medium,Medium,Married,"$2,387.00",3,Better,12/3/2017
969,36,No,Sales,7 miles,Bachelors,Marketing,Low,Low,Married,"$4,639.00",2,Good,23/5/2006
970,48,No,Research & Development,4 miles,Bachelors,Life Sciences,Very High,Very High,Single,"$7,898.00",1,Better,17/7/2011
971,27,No,Sales,11 miles,Bachelors,Medical,High,Very High,Married,"$2,534.00",8,Better,13/2/2020
972,51,No,Research & Development,11 miles,College,Technical Degree,Very High,Medium,Single,"$13,142.00",3,Good,21/7/2016
973,18,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Single,"$1,611.00",1,Best,15/10/2021
974,35,No,Research & Development,1 miles,Bachelors,Medical,Very High,Very High,Married,"$5,363.00",0,Better,4/9/2012
975,27,No,Sales,2 miles,Below College,Life Sciences,Very High,Very High,Single,"$5,071.00",3,Better,10/8/2015
976,55,Yes,Sales,13 miles,Masters,Marketing,Low,High,Single,"$13,695.00",6,Good,17/7/2002
977,56,No,Research & Development,23 miles,Bachelors,Life Sciences,Very High,Medium,Married,"$13,402.00",4,Better,6/11/2002
978,34,No,Research & Development,26 miles,Below College,Technical Degree,Low,High,Divorced,"$2,029.00",1,Better,18/1/2016
979,40,No,Research & Development,2 miles,Below College,Medical,Medium,High,Divorced,"$6,377.00",5,Better,12/3/2009
980,34,No,Research & Development,29 miles,Bachelors,Medical,Medium,High,Married,"$5,429.00",4,Better,22/4/2013
